0, 0, 643.368, 63, 0, 0.8, 0.42999, 42, 63, 54
0, 0, 701.674, 67, 0.16667, 1, 0.51303, 42, 62, 52
0, 0, 615.63, 61, 0.22222, 0.875, 0.60555, 41, 64, 54
0, 0, 620.847, 61, 0.14286, 0.71429, 0.42813, 42, 63, 55
0, 0, 620.571, 61, 0, 0.8, 0.44584, 41, 63, 54
false, 0, 0, 648.831, 65, 0, 0.85714, 0.42973, 42, 64, 54
false, 0, 0, 662.044, 67, 0, 1, 0.44447, 42, 69, 55
false, 0, 0, 622.86, 63, 0, 0.81818, 0.47207, 42, 69, 54
false, 0, 0, 607.215, 61, 0.14286, 0.75, 0.39831, 42, 67, 55
false, 0, 0, 635.715, 64, 0.125, 0.7, 0.42447, 41, 72, 54
false, 0, 0, 630.48, 64, 0, 0.83333, 0.42075, 41, 71, 54
false, 0, 0, 612.544, 62, 0.16667, 1, 0.45756, 42, 68, 54
false, 0, 0, 635.076, 64, 0.16667, 0.88889, 0.41657, 42, 70, 55
false, 0, 0, 614.828, 62, 0.14286, 1, 0.41061, 41, 67, 54
false, 0, 0, 614.496, 62, 0.16667, 0.83333, 0.42091, 41, 67, 54
false, 0, 0, 641.712, 65, 0.14286, 0.9, 0.4316, 41, 72, 54
false, 0, 0, 612.972, 63, 0.11111, 0.7, 0.39686, 42, 73, 56
false, 0, 0, 684.681, 70, 0.125, 0.8, 0.45046, 42, 73, 55
false, 0, 0, 627.508, 63, 0.125, 0.875, 0.47232, 41, 69, 54
false, 0, 0, 604.331, 61, 0.14286, 0.81818, 0.4062, 41, 69, 54
false, 0, 0, 606.149, 60, 0.125, 0.85714, 0.37649, 41, 55, 49
false, 0, 0, 615.779, 62, 0.11111, 0.77778, 0.41173, 42, 69, 54
false, 0, 0, 598.41, 61, 0.125, 0.8, 0.41579, 41, 70, 55
false, 0, 0, 602.675, 61, 0.125, 0.71429, 0.44507, 42, 71, 55
false, 0, 0, 592.025, 60, 0.2, 1, 0.4163, 41, 68, 55
false, 0, 0, 633.305, 62, 0.16667, 0.75, 0.41975, 42, 62, 54
false, 0, 0, 601.315, 60, 0.125, 0.66667, 0.42698, 41, 62, 54
false, 0, 0, 619.862, 61, 0.125, 0.71429, 0.409, 42, 64, 55
false, 0, 0, 631.178, 62, 0.16667, 0.75, 0.42348, 42, 63, 54
true, 0, 0, 616.134, 61, 0.125, 0.875, 0.44474, 42, 62, 55
0, 0, 0, 632.499, 62, 0.14286, 0.88889, 0.43221, 41, 62, 54
0, 0, 0, 620.106, 60, 0.14286, 0.875, 0.44311, 42, 63, 53
0, 0, 0, 632.593, 62, 0.2, 0.83333, 0.43922, 42, 63, 54
0, 0, 0, 650.033, 63, 0.11111, 1, 0.49326, 42, 62, 53
0, 0, 0, 638.785, 62, 0.16667, 0.75, 0.42771, 42, 63, 54
