1, 8, .bin, 8391381, 8, 0, 540.642, 46, 0.06667, 0.41667, 0.10868, 64, 70, 66
1, 8, .bin, 8391381, 8, 0, 282.389, 26, 0.06667, 0.25, 0.10847, 64, 71, 66
1, 8, .bin, 8391381, 8, 0, 265.281, 25, 0.07143, 0.4, 0.09833, 63, 70, 66
2, 8, .bin, 16782740, 8, 0, 1230.032, 103, 0.06667, 0.30769, 0.08928, 71, 71, 71
2, 8, .bin, 16782740, 8, 0, 645.756, 59, 0.07143, 0.25, 0.09238, 69, 73, 71
2, 8, .bin, 16782740, 8, 0, 503.608, 48, 0.07692, 0.3125, 0.08785, 72, 73, 73
4, 8, .bin, 33565458, 8, 0, 2873.516, 232, 0.05556, 0.26667, 0.0939, 73, 73, 73
4, 8, .bin, 33565458, 8, 0, 1500.528, 136, 0.07143, 0.4, 0.12403, 68, 72, 71
4, 8, .bin, 33565458, 8, 0, 2385.791, 203, 0.06667, 0.38462, 0.08475, 72, 73, 73
8, 8, .bin, 67130894, 8, 0, 2001.013, 197, 0.05556, 0.375, 0.11313, 72, 73, 73
8, 8, .bin, 67130894, 8, 0, 2842.838, 259, 0.05882, 0.42857, 0.1101, 72, 73, 73
8, 8, .bin, 67130894, 8, 0, 2223.781, 220, 0.07692, 0.4, 0.11858, 71, 73, 72
16, 8, .bin, 134261780, 8, 0, 5675.34, 519, 0.05882, 0.36364, 0.1341, 70, 90, 80
16, 8, .bin, 134261780, 8, 0, 4331.333, 423, 0.07143, 0.36842, 0.13314, 72, 91, 77
16, 8, .bin, 134261780, 8, 0, 7207.387, 636, 0.0625, 0.35714, 0.1178, 73, 89, 81
32, 8, .bin, 268523556, 8, 0, 11400.85, 1053, 0.05556, 0.38462, 0.13114, 72, 93, 85
32, 8, .bin, 268523556, 8, 0, 10304.941, 981, 0.0625, 0.4, 0.14119, 72, 93, 85
32, 8, .bin, 268523556, 8, 0, 10768.33, 1011, 0.0625, 0.5, 0.13582, 71, 94, 85
64, 8, .bin, 537047108, 8, 0, 19572.367, 1869, 0.06667, 0.42857, 0.13981, 72, 93, 87
64, 8, .bin, 537047108, 8, 0, 17599.996, 1719, 0.05882, 0.45455, 0.14694, 72, 93, 86
64, 8, .bin, 537047108, 8, 0, 17527.329, 1722, 0.07692, 0.45455, 0.14984, 70, 94, 86
128, 8, .bin, 1074094270, 8, 0, 42961.141, 4026, 0.05556, 0.42857, 0.14382, 71, 93, 88
128, 8, .bin, 1074094270, 8, 0, 35579.061, 3490, 0.07143, 0.46154, 0.15058, 71, 94, 88
128, 8, .bin, 1074094270, 8, 0, 39898.931, 3791, 0.0625, 0.5, 0.14762, 72, 94, 88
256, 8, .bin, 2148188734, 8, 0, 74892.076, 7226, 0.0625, 0.5, 0.15429, 72, 99, 93
256, 8, .bin, 2148188734, 8, 0, 79591.788, 7586, 0.05556, 0.5, 0.15165, 69, 97, 92
256, 8, .bin, 2148188734, 8, 0, 77392.747, 7414, 0.05366, 0.5, 0.15325, 72, 97, 92
512, 8, .bin, 4296377738, 8, 0, 226702.107, 21001, 0.05556, 0.6, 0.12661, 87, 98, 93
512, 8, .bin, 4296377738, 8, 0, 223941.684, 20902, 0.05263, 0.46154, 0.12428, 88, 97, 94
512, 8, .bin, 4296377738, 8, 0, 222425.571, 20735, 0.05556, 0.53846, 0.12522, 87, 99, 94
