128, 8, .bin, 1074094270, 8, 0, 42961.141, 4026, 0.05556, 0.42857, 0.14382, 71, 93, 88
128, 8, .bin, 1074094270, 8, 0, 35579.061, 3490, 0.07143, 0.46154, 0.15058, 71, 94, 88
128, 8, .bin, 1074094270, 8, 0, 39898.931, 3791, 0.0625, 0.5, 0.14762, 72, 94, 88
256, 8, .bin, 2148188734, 8, 0, 74892.076, 7226, 0.0625, 0.5, 0.15429, 72, 99, 93
256, 8, .bin, 2148188734, 8, 0, 79591.788, 7586, 0.05556, 0.5, 0.15165, 69, 97, 92
256, 8, .bin, 2148188734, 8, 0, 77392.747, 7414, 0.05366, 0.5, 0.15325, 72, 97, 92
512, 8, .bin, 4296377738, 8, 0, 226702.107, 21001, 0.05556, 0.6, 0.12661, 87, 98, 93
512, 8, .bin, 4296377738, 8, 0, 223941.684, 20902, 0.05263, 0.46154, 0.12428, 88, 97, 94
512, 8, .bin, 4296377738, 8, 0, 222425.571, 20735, 0.05556, 0.53846, 0.12522, 87, 99, 94
128, 1, .bin, 134283386, 1, 0, 5359.373, 499, 0.05882, 0.46154, 0.14131, 67, 92, 87
128, 1, .bin, 134283365, 1, 0, 4596.448, 443, 0.06667, 0.36364, 0.14296, 70, 92, 85
128, 1, .bin, 134283357, 1, 0, 4466.375, 441, 0.07143, 0.38889, 0.13719, 68, 93, 83
128, 2, .bin, 268542140, 2, 0, 14487.698, 1282, 0.05882, 0.4, 0.12282, 72, 93, 89
128, 2, .bin, 268542142, 2, 0, 11375.771, 1053, 0.05556, 0.38462, 0.13313, 70, 93, 86
128, 2, .bin, 268542142, 2, 0, 9461.59, 918, 0.0625, 0.4, 0.13533, 71, 93, 86
128, 4, .bin, 537059518, 4, 0, 17752.431, 1749, 0.07143, 0.4, 0.14381, 69, 94, 86
128, 4, .bin, 537059518, 4, 0, 20642.164, 1942, 0.05882, 0.46154, 0.14657, 67, 94, 87
128, 4, .bin, 537059518, 4, 0, 20471.221, 1940, 0.05882, 0.45455, 0.13961, 65, 92, 86
128, 8, .bin, 1074094270, 8, 0, 38016.137, 3663, 0.0625, 0.47059, 0.14726, 71, 93, 88
128, 8, .bin, 1074094270, 8, 0, 35431.125, 3486, 0.06667, 0.5, 0.15012, 72, 95, 88
128, 8, .bin, 1074094270, 8, 0, 41736.975, 3967, 0.06667, 0.46667, 0.1455, 72, 94, 88
128, 16, .bin, 2148163774, 16, 0, 74968.753, 7260, 0.05892, 0.5, 0.15541, 70, 100, 92
128, 16, .bin, 2148163774, 16, 0, 84502.543, 8026, 0.05556, 0.5, 0.14902, 71, 101, 93
128, 16, .bin, 2148163774, 16, 0, 82651.942, 7779, 0.03544, 0.5, 0.1509, 70, 99, 93
128, 32, .bin, 4296302858, 32, 0, 188636.67, 18229, 0.05556, 0.58824, 0.13409, 68, 99, 89
128, 32, .bin, 4296302858, 32, 0, 224021.68, 20973, 0.04545, 0.5, 0.12745, 67, 101, 93
128, 32, .bin, 4296302858, 32, 0, 191999.365, 18529, 0.05, 0.46154, 0.13187, 70, 98, 90
128, 64, .bin, 8592583178, 64, 0, 361164.784, 34715, 0.05, 0.46154, 0.13965, 72, 96, 90
128, 64, .bin, 8592583178, 64, 0, 348485.41, 33721, 0.05263, 0.54545, 0.14116, 71, 100, 92
128, 64, .bin, 8592583178, 64, 0, 351683.554, 34032, 0.05556, 0.5, 0.14096, 67, 96, 88
128, 128, .bin, 17185140362, 128, 0, 780031.172, 73297, 0.04762, 0.53846, 0.14156, 70, 107, 95
128, 128, .bin, 17185140362, 128, 0, 890565.647, 82702, 0.05263, 0.54545, 0.1343, 69, 107, 96
128, 128, .bin, 17185140362, 128, 0, 734205.264, 69529, 0.05263, 0.54545, 0.14609, 68, 107, 94
128, 256, .bin, 34370253002, 256, 0, 1862737.602, 170160, 0.04762, 0.7, 0.13423, 55, 102, 93
128, 256, .bin, 34370253002, 256, 0, 1926689.021, 175271, 0.04, 0.54545, 0.13301, 51, 103, 94
128, 256, .bin, 34370253002, 256, 0, 1910138.929, 173661, 0.05556, 0.63636, 0.13335, 66, 106, 97
128, 512, .bin, 68740478058, 512, 0, 3743905.123, 338024, 0.04627, 0.54545, 0.13564, 53, 105, 93
128, 512, .bin, 68740478058, 512, 0, 3836605.308, 345618, 0.04167, 0.58333, 0.13405, 52, 105, 97
128, 512, .bin, 68740478058, 512, 0, 3959747.885, 356839, 0.04762, 0.57143, 0.13258, 71, 109, 99
